student,predicted_diemqt
ac7569c6eb788ec3ca408850d164b68f73bb148b,8.925
911315669fafba0a06cdbf08da7cff7e81f49759,9.34625
ac6104bfab84b79b7ff1f01c576e2b7442988f38,7.933125
89cd14d1bb26c559102e9080a85ffa977cde7fda,8.09625
e90cd427d5e229999107e56e3f06953f3108635a,8.29625
a130e19ad47a6849ba0261a7a81a8d9bb93f3a7a,7.878125
baccf806cbacabe5f3a91ecd093cf36b4db436a6,8.84
c6b1b85455fc8ae7de258ff95875644d77f55254,8.199375
b7ea6b3de19afe8e98d52228dfcc3f3027f18891,7.575625
c2dc9b42636e453c1ad8e7a5e490654d39dc303b,8.1225
cfe97f961ec4d2fc578ef0aaf87f52c54a9aa181,8.651875
c4dc23da121e0654017198804449e35b2e9c2027,7.475
ea79d40b446a3660b4d0b01e53fc4a14bc18f60e,7.58875
b51b95c923fbe5e4f47342faa554cacb44477016,7.0975
b0f303b4bc78b12a467c465db3b050425eadbf64,6.835625
ef02ce9a2a904477907fe9135cdcbf1652180d31,7.266875
908ccf9bf5e0e7ab597a09fa19d91b1a5563b43b,8.6
cd2cc30c2a3c6b967fc897beaeae9d3482163a21,8.726875
e460fd665c3f541f48ac4503abf2e90b9bbb3b94,7.145
f77371745c51f549f9a641110e52f255aaed0f10,8.838125
9938999e257ea21c657f6c63ff386937544987aa,8.105
a05ee87ddc674ddf01518fe125eaeec0820ea53e,8.81125
913eb5b320c3f4b475e8064303960997b0dd7a9f,7.549375
e9a8e1a87eb55c0dc1787fcaed22be98d9cc1ed0,8.999375
8b43c7696dc13421431102cb4385363ee33513e0,8.745625
138c5848f009c004f0b8e2379316d5ec18332ff8,6.74625
a99ed97ee0e4d81fc9a8a5a5baaba5407a897b84,7.753125
8d9b19c2ff7d630d2d48932f3c1d35aaa97ad51f,9.326875
920523a6f06947927c3d1b9c2c902fae6eb740a1,8.82625
9d549d02a71100ae95cf02deb371138097549edc,8.825
8c5d6de5fca9e769de9676c911d9e082ec1a9fb4,8.589375
8968e2c95fd09b05d48b4b094529d54d06bf6da5,8.673125
f8da0aad0792d4f2d30881abdbfd4029dc264842,6.901875
cf6788dceae33f7826997b7fa99b5189cff1aa4d,8.44375
908365770c09838aa1bc1874bf3915779910e775,8.913125
d4a5c57c98a9d8e16b1dd93042d22cc422772b0d,6.35
c195c2ea359350b81a96211ccb40d03fb0501e7d,7.74125
c8332f72a4f6049ef2f28e4a0fcbde9d142c8591,8.220625
c0c13857d74703fa66da743d1d670bc2b9957f7b,8.75
89d4e10b3c250c027e108d10ebc00bda239e7e39,8.36875
fcdf51cf37b314ebc57038046b859b3172117f4f,8.31375
cdea6ad7a63edbcba925717a8c64328c255a0450,9.05375
859c3b6fce7256abf5acfef957e6c04134c01e4b,8.34375
911f5eafac3def56e71836d495b740cd059edbcf,9.236875
f8526194e3d9450a847706ea1c474c9e1a65a3a4,7.2725
85838695003ef753ce13327655b84defa54d6eae,8.619375
d8cc02c7b6d2478b9f6d47664272c43801d6d9a9,8.99375
bbf7f2c725fe4c3e0eb56d29707437d1603b1c56,8.548125
e92f3d3e5a00b7767c239cac14b6d9fe92d5ef9b,8.79625
8bf27a767fce0a5fb359059183d06e01d62dca8c,7.104375
84b6b2d70924066c8345f2bc2281791ae3188da2,7.82625
d3de05492e2353a5f3a80b5ea37a6de4651923fe,8.868125
85bebedd9d4605ff6823f6f25c761e64a588bf22,8.185625
c2ca84eba451533cc357b9c82cdc4c59227ee38d,8.45125
b03084cbf44b7fc100db518a5ff7ef7e9924c260,8.03625
2fa311a94bc0da6d97955730d071ad6fcc770bfd,8.56875
970dc7689a54be2108e10cf65af78d85288b64e9,7.26375
f94ac320b67f53eb86a68cf30fcced221092e7fa,7.736875
baa9b5294556d31b066df7e0dd8b1b0b1a8bb9f2,9.253125
917f1aba835e5d7e79fc124c1d7a3c8c2588cf8b,9.164375
95c2c72faa0bcedf9452be96511b7ab488754e77,8.01125
9167062812b68b140da9de7f824ec6131ef31a01,8.266875
c41c79391cd0c8816cebc9a0b4ef1fcc5c2e4018,8.2125
ce3ad9b28ad26a494e6a196c110ca405402f3e9b,8.018125
cc818564efabc759f8cfd2e978029ff6125406cf,6.88125
cd2b912e4a3d661cd4f500287d3bf1b4f444b7bd,6.566875
85bf028205803eb9b1e5494c540ddd2938606606,8.85625
e7d0678e66dad824da63837b53bb0bb38a571f42,6.610625
abae080e558fbbcf25131d47ef3dbea697548f14,9.370625
ddffb03cf0301334f5a2f89626640fa8812bde5c,9.494375
db7c4fbff4eaf7b21678b8b053a0c3dcd74dd2b1,9.243125
badea8134ecf83e912ac6628ec12465e227c1e6a,8.733125
c3127c3c92a3d510a78a5248b4e7fac50ab81e0b,7.60125
9b788cef19b68860b4cba1f072cfc4744e6610b7,8.42875
afc376cc4bc5460a941a5d21f91d19f159cdf490,8.110625
c52fc84d8cd2335788c472ff6fa6b3aaaa8f2252,4.7875
c2da78b847fbfac6920b3c5a2086c79b3a2db8f7,9.521875
aa8e2b08e043c6d844c28cb004a224615af29e90,8.276875
bec0491f541a76e4fa31e17842bc573c812cb528,7.635
9843de5b71377fd3392db81e3178e11bbe90d95c,7.731875
c846650d2b1b4a07f67e13c5aa56c15185f81f15,9.09375
af744dfd0234f2b89d667f962f13cff1b5d0c9e0,8.71
84a17972cc6d29489bbe205a9e7feb8745726fbc,8.38875
a4a81c655f21aac65297532528cba5a28e8f5ab1,8.380625
d4a08e7df54afbd81401faf2e0349e88ed7fc2d9,7.638125
a6bd1b3de6ceb8be610c33e3a0e4a89350700984,7.134375
eb83b2280e41f55da33ed81e62d7b8ebba9a93f8,9.083125
ce2f2072bf32af4582a24726936af34f88225213,9.0725
c667e08eaa5cf47dba38ac81da9c185659db42c2,9.37375
ed8ffb58d172827f17d1abead83d9b8c44b554df,5.555625
b7931b60e23916058a5767895b9214dac7a6515e,8.365625
e3b9460f9a4bd3f4a5243f388246084f41e0dab2,8.74125
c0b8f55536e05f6da91c3b65ddfb69dc8daa12e9,9.015
f97b1dbd007f20fea2e262e62433e01ae91da602,7.09
ab7c842d24cac25a1a3852cce506ca92cb8ed428,6.4625
c69dcaf9e10f52b187b13e678f9fe65505167720,8.42125
99751d158308f801241e028eb7c6b0363fc6ec88,9.0675
7186e8a3fb8c0322eee7e354ed8f1669885f6774,5.265625
9d053bdf589efd451ff25e1977e438b11122e0fa,8.9875
9cb2a2853cd6c58a9b7d07a87ef3138c3cf723b8,7.22125
98cafa82b3e7f1a3a179c62509778cf9290ca87c,8.47625
9db80a153d642e12571588fd68473c6e307195df,9.245
87752697bce404c9b410be71a45e76f3c7fc9392,8.018125
980f92c1ca3d1d662e790e884a1bafb6785dfe45,8.708125
9ec591a707f8d7eaaa8b43b6faa23292511ffef3,7.975
cb0f9c7be617b2bd18ae83ee9e85b621cabda67c,8.66
a52c67c0bc1c6ae7da7c6e4d38cc7ac5a869ed39,8.60375
af124b723c6d0d777c60479978e8da661b34bc2a,9.17375
9981528e7324f2d92c27f163b5d0424a07f94b67,7.75625
eadbb37222d32232022838b7765dea96bf38e0f6,7.46375
8d65a433657534866907ca34885953c36951db06,6.115
e7b94e593e93b6fe31083393cff1d63ca2142b64,8.23875
d06025e3b7e91bb8718335f7328466206060faee,8.618125
af8cb88c604c245257dfd33607bcb87cd357d3c9,7.626875
f2418c1ba0f63cb975e6d8c26ce4a145b11ad924,4.934375
d66918b05a4d978f6aa15979c85902d09babc898,8.46875
96013c7ce1186c9a18f5127959bb867243b1b9f2,9.165
4dcdd4c95ba88786172619ebea8aad4ec757a150,7.3675
f78599d53dcb621a631b8dbc0feb5dd63e2aedd3,8.389375
9a7c94325cf12595e72895187822c354cd8ef458,8.4875
f3a603f5ad05ee8b8374af6523467f1ee058959e,8.9625
e3919de46ecd1f707451dad4a1ac88e5b7403f11,7.82375
e6900f649459ddbd9ee38b93582378162c8d77ac,7.933125
ab2a1e43f425b67817553405c41c09a9bcb0e9c4,8.455625
8b3f8cb80815c489e6278cfc1a371b3bee3f6e1e,8.103125
d4707fc4aa22e29062e02639a1b8c9f7ba3e6b65,7.766875
8a97d52d61d704e77f82fd7f1161d98054f48f25,8.756875
9c4e901d499220d23e819ffe0156ef62c7bcfdbc,7.344375
ff12d6e2ab80696ed8e22fbe5497e96c68d29076,8.56375
eee2c3c453eb64f9c327f09e83be35ef36528101,8.205625
999704c760821f39257d453f58ae57cdc5db7cee,9.09375
f42621bb38f167d2de3d662cbe897f5fd1234aa3,7.11375
d7af1840c8914a381ffae4617c33ab76833d9513,8.950625
b52028ddeb0e0289019154f32e763393f83a30a9,8.004375
b2b334fbcfc12bdf6bba8dc45aa8ade3ddb746aa,8.316875
f1302a0b13ef669e0d797c1d4106355cc43f7144,8.604375
a0ec1fa9ef85571c363b1ff524a7bccd583b0ee2,7.176875
f861873a2af44519d0c30b7b390257e28084c360,8.795
9c8c8ca8e36d83954ecf380f84b01759c8363df6,8.581875
9906fd2917a481b373848f6d084228f34ace63a4,8.518125
a211065a6e065d2421b924d4e9314f1026611aa2,8.10125
3d4f612148056feeb651f4711c1f640f5015101a,3.45
ddc549a4ced606b9181bc2e6e0bb75824fc20f70,8.846875
92f51b59f25a16e76b18441fbe797a2fa2a5d3b5,9.3625
ebe0702c8a0d906044fbc61cf18d3f8dc9aacef9,7.74
89521736c16fbbd86315c3f3c555132aee8896ae,8.23375
b1e8855867b91eadecefd05a09f101799008b8c7,8.314375
aba3f0810ff4abb82c285780965735f59dffc070,8.685625
f126cb73dbad037e40b322f82b6f40e92a15a595,7.35875
be6f4f4f657c80883591c6749a7951f9c992e4b9,8.806875
aa1696aba3e93761b292c97c68bb0e06bb2f537d,8.700625
ea8f19a7914d05412dc4159108d93d42a675e2e8,9.279375
952c0daa0b72620df1288d516f0a2abeb5b3986d,6.455625
adf4cd4036fe7649e15bbc8379f224685017b379,7.78125
8f7402db46b9b2a95aaa8282be9e471a3ee659ba,8.403125
df42fc345b50f42b32dc5f9df420978b1cda663d,8.55125
af618fc07f8f8c9e1697d7e8ce5cea9dd4ddee00,9.3375
cee41e969faac5fdd054a726b10fb09228eb7061,8.515625
e7cef9ca74dbf2dc906e3216004a1b5e6a96e241,8.84
a9da415ddd0567c5995957b2239621158a4521f1,8.85
9f8f3fbc1f6d3f36859a33054203c55d028c6e65,8.188125
d5155526fe2b5c2b956687b34d478647ef6bd092,8.393125
c352dbabae85680f4ce4ebf67886666ce47edade,7.876875
db5924e7ed00c9136308999827d50dbcecae5091,6.999375
c3bf932c28538beb5024e80bd06e09c44661c8f7,6.605625
eda32ee9ebe79ae7f85927db19cadc6199752dfd,9.15875
d0f28e44db91cce7caff1db428643300dfb3392f,8.5525
c162ce77f4002856b569f63b1e2b58ccd6d961e2,9.575625
b6de7562a3dfc6522d1d9f86967f5159e3f2f090,8.815
8b557374000feae5ac9aee7b4078bfea53176ffc,8.5125
0bf111a9caedf02804f6991792490e63bc21058a,8.998125
a5aef107fcfe6b7323ead96aed8ef74a69efe042,9.035
bfe7f84ef78bc0134134fcb799465996fa84e4b0,8.650625
bba75421c48ff666a96646bd283072492fc712ea,8.095
df8fb59599b421d91967aa7d053fa72e91e4f6fb,8.204375
9eef5b76500d606c0ace08b9cd3ee9403e9e9664,9.645
8e20affd5aca29391f582b7dd756c83205297c11,9.14125
cac291a9658d7ef15e1ef0c71b188d96eec19ad0,7.855625
e45204eccdaf94faa580c54b1fe1289c97b1f56c,8.218125
be40efffa2a2ea77d3d2fb0cf1f8dd6a8da2b287,7.626875
b11c7371190aaf26293afea3ba2146f21205f73f,8.585625
f4c3f24024c2e96ed13a845b5ad7213143844d9f,8.441875
0eb93817d6eb3d5bd3e44dbc75971eea193b924f,9.375
c87d4a1dca2349d1fbdff1c6d6a57708c1df793e,8.433125
9c59b505cc82ae66d54df9629666137c9527e56d,8.240625
d615e34b407b1816d1ae062d56a466c1d17b68ae,6.97375
d68718e7e9140ca136bf5e39efd7c122632ebba2,7.659375
bbb7c8095658b847103c47aa2a4b55440b0e9ffe,8.265625
bc1f0dc5b937d54fa64e44c1e4e0de0e5a4724c1,8.51375
ad3d8c094d5606a8005bb22a4cf910e497a03224,8.455
8aea6c59a11267f4143312770b4c84a2be56f353,8.9275
cf5422ab2f6793f4d5930d2901e652ed7dadac9d,8.67
8576d2d269326a29503a1763996227723fa531a7,8.55
cd1c8085cc77aaebd3c527b4ecae7e9150ce0d77,9.0475
e2d88e3ad6275b7eca2bff120e467f9158b29fc5,8.466875
4f571f241bb2d884216b4712cdcd482e310a718a,7.88
9e4c480f54169dd91629ec30917139f2b16bf6b3,8.71125
c0986547994c0c40ee739f045a02e1ce427ec132,7.53625
91eb4058d0937eb5499d0f6b2a8dbae6f47eddf9,7.009375
892240639d1170ec0f4bb6248ba3e9bd390ed089,8.620625
87b3a5eca0c70c7828168756cd7813cc8b3285bd,8.6375
75ef6c3aff156ef52aa846c2fc3b26271e50e335,8.650625
c32840e4bedac9715b49ce3f04b3dedb98007cfe,4.1375
aef76b2d6bbd67cf3aac958965862b263c50d4e6,8.671875
fcd6e54df612c033e7a465155046b5223ca4eee3,7.5175
a50e88cb6830931dd1271dfc49b3497d63bd436b,8.10125
9bbf52d74e4300842b27973d5e1d65a74c54c1b9,7.18375
b7297bd49e99532695b6290f29fac82928f9e03d,8.703125
c047e3345530b4b4634715536ac54cec9c756b66,7.725
d023d3790457d12ac59581326aff1a396b206d09,8.915
c2ac862e74879f4b60191f0bb1397eff1e157c8b,8.015625
8960e95f79cd20b46b7e8fd09d0aa88015566a9a,8.39125
ca3bb5c80bd96ba545e0a42232c6fcdb55f7106a,7.283125
e20abeea371227f8a6318491ca3c0211afbdc1a1,8.194375
e40337a34c269120bffcc76e69700d06f6d716ce,8.064375
f639cf4aa4008b2bf51b274cc01dede03666150e,9.585625
b729f209cdcbb802e5f6f16fd902793131660968,8.428125
f05838da14ca1dad97a5cc0c58323c6df9153257,7.843125
b0718e2faa64ff947c0ba9e9516616b44c8f4a5d,6.71
cc8edf9c827fef5ead4c85eabf96ca7033ddf165,8.181875
d37f552ad5c3e1e1c3fc9aebbea6cf50e1b9f334,9.78625
ab4899d3252b533827ab7d15261b9edb38cf0a7a,8.44875
a244f431e70a9d4c780ac6914b564d98c04ac7ff,7.64625
39713cf2db02601e4bd6360ba70f8013c0433f48,6.89125
d94808bbe3e5b3ffc39c8d68e0eed70929c70762,7.365625
c0d3079f5b83f8962c439707b96c7ee43be2ca18,8.051875
a11fcd52b2df310a3f3bf8e0561a2c587005e96d,8.715
dea33f83f3cd94f54f1063a0cd22eab07ec8d3cd,7.55
ffe872165621d735a48bb5db0c71dd5195cba359,8.988125
d4ca57e34b4e28a3a0c73339e0c72db036894d3a,7.61125
f947938c0e7c1345a488d9f17a74331ca6f478dc,9.280625
f3d6d22e76fc586bffc4f5ac1d73f096f03efa0f,8.724375
cf4bc843e5bd6ba302b1289af66f383b0329d6bf,8.415
87e4a8d6efab19e147f510e9b5d10c0d0ff5845e,7.62625
e8335df6f0ac481c6ac16096889c51cb95ab2f6c,9.028125
ec7d2ce8cce8253208e8d0ae74991b46ce2eadf0,8.566875
36dbfe4759f861ee72011812df2178cbbfd736a1,8.480625
ea55b410ce0e38664c6597e4bfa09fce84399461,8.5025
8819c6723e6d42ad569274ebe2ce4212fd8621c4,8.10375
f5674c61e82766371ddd913c99e6b70414f4dd55,8.1675
9038ddd6c0d498cb8c65b4510e99e8527eabd40c,7.7825
aa8508f6aa7e91da7efc770fc0e04c471463ffeb,7.818125
86adc493a1cc74328222a194a1d1e3adf098b5c8,8.249375
edcb11b4746d7b8056929a37a11e81b0fe3202c9,8.553125
962de82430c78164a7c1cceffdfe31dd0f3c3cd3,8.359375
c8944ded19113906cf130904726028c5c1a11138,8.65125
e4935a868e50ec1951f892af50e2f5886c935919,8.67875
feb8a2859a011c59efd22ed419cb69288fe03627,8.404375
73ec1e02101d9e26fb75fe8580eec218d09ba78b,6.101875
bb6bcc05d3ef04c14c73ce93dad8c9ea60f5297b,9.248125
035f97702f2c01d26ab1fae8f39ea2f98a0caa3c,8.351875
c9d7b86399869ced995a6e467a257c3915339562,8.688125
dbb0e3f3c32292438fbd39684d9f1ad153bba64a,7.0775
d57eca033aa6388430166086ed3d0390ffefa85d,7.656875
67f697ac574661dca982dcd95ba358bde5b48a8e,7.121875
b75c5320a2ce606e7c46d1f82723e1e461f37a68,7.4175
947a2e7cf57ae1a546f98831d861cd87c4fd5ff5,8.765625
f5ede5df58c2ea59be6b8c8097659bb8c2e9d0e9,8.2175
7494b38c6d82b590c4afa6cc975f583f51395177,8.321875
faab34a8374299678ccf4eaa3628cdba3b65bfa6,8.226875
861075bc29124627aacce66a29c6dd835abcf3be,8.4875
ee30201b0b1261fcb6cf010787990ec87343d300,4.3425
d7a319cabc8e30b748e2beca44fc575fc83197d3,8.378125
2855b4b4d03c37c94117e615a25e0e321ec8d77a,9.27375
eb001120a0f842e5bbfd786652695628bd65090c,8.675625
b2c520e7e4ea03898e0b8204fea068149d5535c8,7.80125
d0561a58b05777ad43db1e0627d8770d37c48d5e,8.118125
a632e2659eb116c7514dd825ffaa8939365c71e2,8.620625
d5179819718a325ee33fa2096f37995ea6cfea8c,8.205
aa2ad4e1f1035826e6351e1e801eb57c0b494267,8.901875
