hash,TB
3841fabcde0188d8dc9b3060cacffafa3450ec85,6.85
3853851c5433317284f37cd530d642560effc35a,7.05
3886b365ce33e5988c6c8a73eed09ac8a7c784bf,5.9
388c0aed9f437cb576f998892257a1a9410d1a2e,8.65
390881963c5fbcde08d9cbc2ec73846bd8eabaa2,6.55
391d18cff3df066db6fcc8dad718d325607e5493,8.15
3949c822529f6d98d518b762c7b49b030685ddda,6.5
394f4eb7fa3337f92a1148e8e9ba1727995bc8f5,8.25
3954b15205238530f2cb3b66db735fad6d0c8fda,8.0
39ab839c37c0269b14691b473ad894ba12e1afbc,4.65
39abf25961f2094474ac7c9d9d85735ecfaa10f8,3.5
3a1431fdc38caa2d40fdd0df60f76683af53a729,8.7
3a25a7b40408f3636b36d763cadc72c5ae6b628e,7.0
3a27f4f6ce9cc005a8f1a5f7441d26db75c9cd2c,9.05
3a3cf426569ff3ed1638fefb8d0a7bca73e0bdb7,5.75
3b0e56cb91cf7c26836c7fe857ef2fef62c2031f,8.05
3b24016cbab8b8632a54240fed0a17406b35bc65,8.4
3b3559f14b77090ee6063be193efe80b19bcc591,8.1
3b5d744051772f15e4bc3167d749711fa798b0c1,4.4
3b951429b4166a9149480e360687549e1069a209,5.35
3bdad6ba65de3948b9939ebd98d80b03fe3f8e93,6.1
3be1500e597852e42bb7fe17591b933e0bb44f93,5.95
3c499f0944773b5ae529a4356d92df5ce8ca7c0c,5.7
3caf61bb383eed4daa553e074208e84cdbdd7df0,6.3
3cde31c0a8378da5d6c2767652ec108deb9135a6,6.9
3d085aa7161eb03884e0a1e98d90f8d46e030d1a,4.75
3d0c27e5e776d4ebe788c50a8da1a1c9215ae25a,7.75
3d185c0c28fcae1ca2f5876a8e2e6681b38e5af7,9.5
3d1c486e68c08c272379fe7eeec4d38e75f54ae8,6.8
3d8d3a121d5e9126056c0676ac7ad2661696a572,7.25
3d8d550e8b7d9a0629bdd8e0ae73f8f0ac74b1a6,5.6
3d9b6ed975620e48ca0a5aee5fd19f5db1db3b18,8.9
3d9f8d11f15cce877a0766d08a6a920548041407,8.25
3dd2f099bd4cba1acad185a78c773972d450a899,8.05
3e19ebd05fd2cc465feff2f681011181a78e1341,4.55
3e572871d05f7888784ac55985fd52cd1c7aaa68,7.25
3e72f16a86233e81ccc2c9831c0297da6cca36e6,7.4
3ee8b93a31b564cdb14f3d62f08dd862461e0918,7.1
3f679f9f5c3b6c2a026bc0575cf7d5f3351a8db1,5.75
3f92f0a8c1729579c08e921fc041646ee2b50075,5.7
3fb53c585faf97ed5b0ecb316a4b419c969b790a,6.65
3fcc971a36a031eba3d5b8ce7a9181a4732a6cf0,6.45
40291da6897472b56a7ce6a0721a801b5014d3c7,6.05
404b067bd1dc212fb28d256714a9dc430d5e65af,8.9
4058bd26eee2f8affafaefd2b59b97c358e826cc,5.6
4069b40bebe0372926fcd92429f7431e300e6b52,8.0
40741b5b2ac93f9d0eacd4a28b48508be0a378f9,5.8
40a41a33c4e0168e2716a09cecc11cc3abb5dbe0,7.25
40c0843e6cba7960b4a4fc631d0831b9242a9778,5.35
40d6052a7ccec94dae8348e5249381afabbbc985,6.4
40db6a6bd27b7f2fccb0ab0e4b97b2e64d5e79a2,3.85
41438ca9420c379467e8ca3456fc003d76bc99e2,7.7
414a76fbb610cfb396dc7177dfe67944fd7175f2,8.05
4178750f206a91c5b1cf0c5ac6a4021d23912736,4.449999999999999
41834c311cf35264cb9e6357eae499b95edb73b5,7.7
41c2ea992ebadf309d399ecabb99fba4487e2920,7.4
4203f7e50c4e403622aeb1b6d39ca45285510aa8,6.25
42510054a233b7b56beccee99fdd4543c3cff388,6.7
42fedf0a6f68d54738709e096f9352ccb17dc072,5.8
440a4bdda60ec044e91b9e5ee5c478c20bbbaf7e,7.2
440e56298b04156381c3f648f175b8697135845b,6.95
442024511cb1c5761a86578910e28f236daceb2e,6.7
44327e7dea2e5f69fea97c9333f7cd64484303c5,8.45
44557bbbb5013bd2d980dff1f4b5f6b47cb1363d,6.9
4455e671bb93d6652e42fc0925b3cc47cbf6326a,7.55
448866b737d07d7d184e7c1111b8f50d1b8fe91b,6.6
448e09eb2299c7bc3435e9a680e5e7e81b6d732f,5.85
44ede8e2b591b3b54fc25469d50e442459da73f6,8.0
45147b7f31a588b0c4245845675f7856f4dfae30,6.05
4528fc0fa6d591a221aba2cd316264877b73bbb9,2.3
454c509567c0f19453009731315e3db245a8c756,7.0
456ba3f2e4bccbd1146955cb3f0438260a04f7ff,2.9
4586b41a1f104874583010a544bdd65113d2666c,9.5
45e8b53fe4fc590dd9c7564fe2c6fa3ede58fbea,7.6
463ef2266d31ca7f0bca92bfcc9ae7301addb58b,5.65
4644e181d653c04f17f76eed400fdf52a43b2237,8.35
469c5d7634f0e3277f7bc8edfb3d9eb291fc6199,7.15
46bd0614cd76a4fa3af7d06e5feae3db673a43a1,8.15
46c1ebc62f7d6b099a6696755c9be3b984d2a27a,7.7
46c49850a9aa3be9f66161090ac1f0a8796b19ff,6.050000000000001
470647470caa15468e461e105a8ecd3b25a912f0,6.05
47aceb292c673f98f059ec36af314cb1c8894405,7.85
47af18d4bbc37e11d2c5130faaa8b2da3dba64ca,6.55
47b12b77df06d36f3a51ad5cc5f0dff47ddc9103,7.0
47d128f1f6010bd042dda2bcc68d710956fdb74f,8.7
47e01709f5df0b8793de34e70e8ddd9f8aa16d60,5.3
47e1eb91096f9e59b0faf185a88d41343c073d83,6.15
4875a2f817d7d08aa0437c70c33eb2c3e8c20d65,5.1
48832ca57fb72952c11805aa0975c2273273ba58,5.0
491ae8a65839fc737fb2c3e6ed06b990c7f36dea,8.15
4932174dcf0408a7eb862930c9c6be33d30825a6,8.55
49428bbbf72ee0208d581e31efb1db2dca5605f4,5.9
494ceabf1266854738ca9832b601000a8a3cde24,2.8
495933d0ca16d77c1ef1587e29f5477513109a5c,5.0
495a7aa30e85503d9a2027af83cd32af0eb7b030,7.15
49a4785cf7286dbb18206e3847f164b1af1907ed,5.55
49d11fa2e8d68ac09ecdacb94a96c95c95205ff9,5.0
49da363dc17a0db86c70a20f515608629bced9ed,2.8
4a0f49c2a5e9766ab2ea0aea95a12b763faff0a0,6.75
4a2ccd362270a02afdf8a1647576ba56a525fec8,5.95
4a8923bdd6d76861d91dce4b2670c04da6b45350,8.9
4ae698929993e35feef8c07911edb16212f5cf4d,6.9
4b09f1427ce0578515148e3300abcaf95ff3511a,2.9
4b3052a36e3e54cb3458984b0ffe5f2808445353,6.4
4b8a55e82d9825fa7440b91e638577957567752d,6.0
4bb463f3e32f05b9a1e323adc2a51603dabc75bc,6.0
4bed6361746e48435a9be358a5bbeba59696ab7d,8.5
4bee553c59acf1a22de81ef5c794c44f6371da0a,6.9
4c0740a4fccc2e15f52d77bbaceccfc1ffe309c2,7.4
4c390fed4ec7007f13b91f39d3d4d9ed101299c6,2.85
4c67cde88abaa3210919405fdb1b202dec23b08c,7.45
4cc8a421bf0c776aae86c3838ed759171d4cee50,7.5
