student,CK
a3c251eb71ac7769282f383672f19d3cf66f1b04,4.59
a40402ff4c87721e74766e6751bb458653b3e686,7.98
a4a81c655f21aac65297532528cba5a28e8f5ab1,5.115
a50e88cb6830931dd1271dfc49b3497d63bd436b,6.155
a52c67c0bc1c6ae7da7c6e4d38cc7ac5a869ed39,6.465
a576ed0ff4b19b2c864b2c489227a491ac670b84,3.09
a57d3a31b965e00aa208f4d499c0b3637f759838,4.905
a57e6a1dc883554789ef6049be9b51530a7aa207,3.925
a593667aa30cd094ca66d70dbb5ee98fc64d38f0,4.035
a5aef107fcfe6b7323ead96aed8ef74a69efe042,6.025
a5b034cb2c29d312a2e5475da6174e196cfc3c1b,5.145
a5f22a73b7cb93619da1f3cbc56febec52b1c16e,3.005
a5fbdd306fbe3003283cf2cb7ae4c371c9693290,6.815
a60f543d315ec120d2f433cdccc19342c9c3be02,5.415
a62742a35ef9194f7da07e547fe13f99bb6257bd,7.645
a632e2659eb116c7514dd825ffaa8939365c71e2,4.99
a65549b33ec5839c95aa1e9c2e50f74685ad7cc5,3.335
a688299300a50fed79edb502fb02fc503a564308,4.525
a6bd1b3de6ceb8be610c33e3a0e4a89350700984,3.445
a6f3201e19df0a0fdf0a3d878d6a8d2e50eefc70,4.01
a727c00002127704e5ae41a4a08948dc43b4aefc,4.815
a7442b91887824d182c90cd82955b97a1404dc21,4.44
a74f9942a4bf89bc51a259bdd7f5427f1ccc82f8,6.28
a75958bf7ddea02d2c0d5a300c83abfe240f3552,7.6
a76e1891c401fc5f73f6942768488b1487533472,5.435
a7e953186fda9e7bf8368e2d00a19d024f7db5c8,6.01
a819175c8808635fda7c3854536f82d90a7b31cf,4.27
a832f98e370c27f9fbc8e0caec05700a96e89a4e,3.15
a90b8415afe8507a36e7be7511fd36f1045418b7,3.39
a94238b07de77bffd5189487ac3d56b96db7e09a,5.065
a9947ca4f64f3122a22c7827ae089d48db8fd76d,4.52
a99c3a5ba8f7e25ea61f79dd74cb89d6d8bf8a43,5.74
a99ed97ee0e4d81fc9a8a5a5baaba5407a897b84,3.72
a9ccae25b9a8738fd3ce42dfb0fc5e92ca9b8d7f,6.435
a9da415ddd0567c5995957b2239621158a4521f1,7.175
aa01429991aa756b651364d54b7b28c2bfeb6c3c,4.845
aa1696aba3e93761b292c97c68bb0e06bb2f537d,5.65
aa2166a08738eb1a62d78686cce70fc5572d0607,5.935
aa2288779d4ddfe46b3dcab170577d4f5096ab15,2.7608333333333333
aa2ad4e1f1035826e6351e1e801eb57c0b494267,6.19
aa8508f6aa7e91da7efc770fc0e04c471463ffeb,4.93
aa8e2b08e043c6d844c28cb004a224615af29e90,5.005
aa953585f60c1f5711c6d5159abbcaafcc89eb77,5.38
aafa3b985fc5f4f1f6dbe50b8edc01713225dd2d,5.555
ab2a1e43f425b67817553405c41c09a9bcb0e9c4,5.395
ab4899d3252b533827ab7d15261b9edb38cf0a7a,5.74
ab4e0b5338de7292c155831c4bd68a740ae6d05f,3.7575
ab7c842d24cac25a1a3852cce506ca92cb8ed428,4.165
aba3f0810ff4abb82c285780965735f59dffc070,6.68
abae080e558fbbcf25131d47ef3dbea697548f14,5.035
abf736b0441172883ba772951733e73d557598ab,6.43
ac018ab3a6242492006b3ca1e0c508abd1761538,6.07
ac164aef8492a4d178d0704b602f0522512dd913,5.945
ac6104bfab84b79b7ff1f01c576e2b7442988f38,5.735
ac6522ed2e2b8a808bb80970ccffcb6572183349,6.125
ac7569c6eb788ec3ca408850d164b68f73bb148b,5.365
accf49bc7124b7fdffea9e75a869a597c4e8adce,3.37
ad03c4fb44da8b106e362ef8c65fe2bf34a385d1,4.44
ad3d8c094d5606a8005bb22a4cf910e497a03224,4.0
ad57f4feb3cdcdfbb77d4ccd074d9ca50227661d,6.28
ad77e6368d86e38cbf14a33770ca16b204522863,6.31
adc3882c435a390c34d34279b5528215928944df,6.97
adcfbf9c58d92335f9b971f6a9afd19d9feab214,5.68
add17ba1901ea9804a604aeed6ebe191d784785d,3.765
add21f371c1ade0e82ccdacf7ce016dc151a6968,5.38
add7a23a1b66010154da076a059216a13b90191a,7.81
addfbcc77f77c6c80cc3e55261cec181722e68cb,6.23
adf4cd4036fe7649e15bbc8379f224685017b379,4.605
ae75c8309bea2f4a1b1624ce50d0994d5b4dc451,6.545
ae7e6756887c7c2d0e3d26bb83045d298dcb5ddd,6.025
ae84ba8c1585fe80b8d2cc991a9cc4af2921a2a2,6.89
aeae992591ef4a9423528eb6029301cbd29daff5,3.565
aef76b2d6bbd67cf3aac958965862b263c50d4e6,5.535
af124b723c6d0d777c60479978e8da661b34bc2a,6.775
af12f06588c971f6425a28d61e4511bafff05bb7,5.74
af618fc07f8f8c9e1697d7e8ce5cea9dd4ddee00,6.935
af744dfd0234f2b89d667f962f13cff1b5d0c9e0,6.13
af8cb88c604c245257dfd33607bcb87cd357d3c9,3.335
af99c21153a5cd9289febb0cc7d1f8cbee810621,2.625
afc376cc4bc5460a941a5d21f91d19f159cdf490,5.715
b002ea316ac314e47c6aceffd6583bd300962387,8.355
b03084cbf44b7fc100db518a5ff7ef7e9924c260,5.195
b041f9ef5ab6da232256530cf8e22c31ac99971d,6.725
b0718e2faa64ff947c0ba9e9516616b44c8f4a5d,4.725
b0f303b4bc78b12a467c465db3b050425eadbf64,5.09
b1179b71e93f6ccfe9702cc342e53c5c04d2cf60,4.475
b11bdeda44addd99b9b0cdc016fcd27262b51fdb,5.5
b11c7371190aaf26293afea3ba2146f21205f73f,4.09
b152244728671db447c59ab0796fac9a423e1356,5.82
b1e8855867b91eadecefd05a09f101799008b8c7,4.07
b25340984452108c2928e20f412866a7dbf4646c,6.08
b27862a2f9590331f29ffdc8f3648dec2a7a7d30,4.58
b2a46e3625d075ff330baf8e18019e1af424bc62,4.345
b2b334fbcfc12bdf6bba8dc45aa8ade3ddb746aa,5.115
b2c520e7e4ea03898e0b8204fea068149d5535c8,6.645
b392a38d92631885c3b63500548976ac63518da7,3.735
b3946c98c388b721854634038fbd1820a7ff046d,3.73
b3f68ef83acd623f98f4a03fc633905fb2a5b027,5.405
b459886eb6e03f683c364b338a5c2f4776391dbc,5.905
b45e8d507778dab56f381a681c453cbf4d3b4050,5.115
b4742d304d9cd4891aac3cedf5905676e9fcc9d5,5.73
b51687ca4edcbe2376bc3204617227bceb0a52c0,7.755
b51b95c923fbe5e4f47342faa554cacb44477016,7.185
b52028ddeb0e0289019154f32e763393f83a30a9,6.06
b56069b7f468c9cb3ff1ed8830af52d4e2fe60c0,6.32
b6535907c852434b9243df7a0e65f04d688d049f,6.58
b68533a39390311fdd9ca8baced33145784eb561,6.77
b6cb94c201726bd4e4dcadc007dba2c69933e0c1,5.255
b6de7562a3dfc6522d1d9f86967f5159e3f2f090,6.47
b6e252e4989b3b422d69eae06831ad0bfd396126,5.285
b7047722486e995e27292b5ab1945d72ab5a3708,5.55
b722e6209f2858faf0bf80947cadcbde586bb666,5.105
b7289b3b24fd67017ed82f62a889b4c9a0fb5ba4,6.105
b7297bd49e99532695b6290f29fac82928f9e03d,6.735
b7298b0fe50443a623af9b56792b330c2d052845,4.385
b729f209cdcbb802e5f6f16fd902793131660968,4.9
b72f0fecebc0120609eb4643631055b2e7a31fd7,4.715
b75c5320a2ce606e7c46d1f82723e1e461f37a68,4.27
b7931b60e23916058a5767895b9214dac7a6515e,6.255
b7ea6b3de19afe8e98d52228dfcc3f3027f18891,6.565
b80a4c674f6640d304722f4a92eb9b47345f1258,4.085
b8b78832d415b2137aaa400ec638ca3828510a71,6.06
b8e898c506ad360ead5d4fafe6651fadfed6645a,4.395
b9cfcb9ade5f88679b72a7977c50eaca7170206b,5.39
b9db6bc5ded963759b9a1db58adbaad3314169d6,3.765
ba0b274a12a5891f98da7f012d4c757aeb822917,4.11
ba12c0a2cb367af0467e479c03507c71a805d291,4.985
ba37558e4c84bdb5486d1b3622b0ac7ed3d5222d,4.625
baa9b5294556d31b066df7e0dd8b1b0b1a8bb9f2,7.335
baae1f7bd8567b6f9e220cc863c92124fa71e1fe,7.43
baccf806cbacabe5f3a91ecd093cf36b4db436a6,4.785
badea8134ecf83e912ac6628ec12465e227c1e6a,5.755
badf8b0a0c342afb7e1eecc4fb19feb7ed28e180,4.03
baf05c058d7a427783ab9bde33f38d55ae8ac0cb,4.98
bb603e54f5809d802fec4c70df7b2c29a5125a89,6.015
bb6bcc05d3ef04c14c73ce93dad8c9ea60f5297b,8.05
bb81a7f88631b987cd15c8d539e806ad17a5b664,5.285
bba75421c48ff666a96646bd283072492fc712ea,4.545
bbaeaab91cec9991b4747c8ca3fba0981bf68ad5,3.515
bbb7c8095658b847103c47aa2a4b55440b0e9ffe,6.635
bbf7f2c725fe4c3e0eb56d29707437d1603b1c56,6.245
bc1f0dc5b937d54fa64e44c1e4e0de0e5a4724c1,4.85
bc54069a859b02cf1b00e7ab77d68132f9021c8e,6.375
bc8caaa2729aa0c9179e8d66388586a4a8586f20,6.32
bca16481f37f3534abb04344ef1855b0e56140e3,6.705
bd18fefd95851483c8aab15987fec421f92523fb,6.195
bd53f29596985f567c39329a8f8da5100810f0fd,2.93
bd81b591d06c4a726078a831c11516d6ee27541d,5.31
bd9bd34617afb5bf1f3ff27e575c4df427ac32dc,5.87
bda97a680a69285ab84aefb75abb53676e7f6b55,3.95
bdc3fba009b4d570355de5bfedfb6766746789ce,5.26
bdcfd5ee015db872058dc442ab9d3c72518366ff,3.345
bdefe60060197430834e27ee0ecc1d775f5e2b89,6.7
be40efffa2a2ea77d3d2fb0cf1f8dd6a8da2b287,5.09
be6f4f4f657c80883591c6749a7951f9c992e4b9,6.505
be7b5a55c3a0343bda6a2a6ad09c5cfe8714b27f,5.375
bec0491f541a76e4fa31e17842bc573c812cb528,5.5
bf22fb15bf51bc4bcf3d50f7494caad62a596d0e,5.78
bf9e4a55173e6e65b88bbf4f18744ea043b07ed6,8.635
bfb055d2c2ba396d5e6bd6022719b3ade1cd1407,5.41
bfe7f84ef78bc0134134fcb799465996fa84e4b0,6.525
c001ef5d0a98bae288e504e13db2f1d4533021f5,5.405
c047e3345530b4b4634715536ac54cec9c756b66,7.025
c072621681c71501470509aeb1c51e3f9f98df5e,7.88
c084f1399d2813131b70acb3920068a454cea6d5,4.94
c096fc1d9c0ad8efae9cfd509f75522c50603692,5.97
c0986547994c0c40ee739f045a02e1ce427ec132,5.255
c0b8f55536e05f6da91c3b65ddfb69dc8daa12e9,6.795
c0c13857d74703fa66da743d1d670bc2b9957f7b,7.11
c0d3079f5b83f8962c439707b96c7ee43be2ca18,2.195
c1287b2f156f6963bdda82942a95288967e9422b,2.405
c13d9b5245d8fc600da9390192908048857599ea,5.665
c15e04639eb35379bc74fd289f38b1c9d21e2278,3.48
c162ce77f4002856b569f63b1e2b58ccd6d961e2,5.65
c195c2ea359350b81a96211ccb40d03fb0501e7d,6.005
c20545cf079fcd100052faf6db21ee865023525f,3.83
c21b13edbab3d247c8816a374ebb57ef71700952,5.895
c2660985c0dbf52fe68f7d3620fffa6ff8f2794f,5.49
c28a837bbc21a0b6ea686c34b12a7e6badbc9140,5.445
c2ac862e74879f4b60191f0bb1397eff1e157c8b,5.77
c2ca84eba451533cc357b9c82cdc4c59227ee38d,5.435
c2da78b847fbfac6920b3c5a2086c79b3a2db8f7,6.875
c2dc9b42636e453c1ad8e7a5e490654d39dc303b,6.08
c308727c618e21c478dba676bcea9d040d179f99,5.1
c3127c3c92a3d510a78a5248b4e7fac50ab81e0b,6.59
c32840e4bedac9715b49ce3f04b3dedb98007cfe,3.5410833333333334
c352dbabae85680f4ce4ebf67886666ce47edade,4.095
c3635fc4a7b4545fc6df8dcad81f86d1e08c66cc,4.445
c399382ea2553528d9b44a9aa6492cee7cf0b5c0,5.615
c3bf932c28538beb5024e80bd06e09c44661c8f7,5.44375
c3e73d0362e2b21fae6edfcf518063e8a28b7b63,7.17
c3fdd44aeb469416e4895afe4040e54eebc23db5,4.085
c41c79391cd0c8816cebc9a0b4ef1fcc5c2e4018,4.53
c4504ac02ad7e7e0c9ea3a1d78601374e483fc30,6.22
c45bf22121eaa2f37dfec2f58729d22394ea220a,5.345
c484db51bb8e5e6218578a71ca541b135c2aa1ff,6.36
c4dc23da121e0654017198804449e35b2e9c2027,4.175
c4f595ca17b4c13287b0beec0dbd45d0e356055b,3.5410833333333334
c52befc118a44669cbf7912b419dfc433c1c0eee,5.685
c52fc84d8cd2335788c472ff6fa6b3aaaa8f2252,5.448333333333332
c5b963fdd21435b56c4cf55f49d652d92fc83093,6.19
c5d903eea354607809419b5e23c869ea16626a59,5.645
c60be70309789b39355dc612f36e37090ccad5dc,5.97
c667e08eaa5cf47dba38ac81da9c185659db42c2,7.425
c670d2529bab25c82fc7c3757cb11e7f2e404de8,4.745
c67df30ae6cf151f19df3e36d15f0361619ed47a,4.125
c69dcaf9e10f52b187b13e678f9fe65505167720,6.73
c6b1b85455fc8ae7de258ff95875644d77f55254,5.515
c6e9fd605b75a5090b1879635a6db8da08b8a600,5.555
c746678029d2139e7658a0f94e98bbf09f258673,1.915
c757c72ff79910b22c548daf9067d6a682bdbb4b,6.61
c787e77b224890e7fdcc8e2ca0c0577657d98581,4.2
c8332f72a4f6049ef2f28e4a0fcbde9d142c8591,4.025
c846650d2b1b4a07f67e13c5aa56c15185f81f15,6.815
c87d4a1dca2349d1fbdff1c6d6a57708c1df793e,6.34
